Date,FMAC/HPI_AL,FMAC/HPI_AK,FMAC/HPI_AZ,FMAC/HPI_AR,FMAC/HPI_CA,FMAC/HPI_CO,FMAC/HPI_CT,FMAC/HPI_DE,FMAC/HPI_FL,FMAC/HPI_GA,FMAC/HPI_HI,FMAC/HPI_ID,FMAC/HPI_IL,FMAC/HPI_IN,FMAC/HPI_IA,FMAC/HPI_KS,FMAC/HPI_KY,FMAC/HPI_LA,FMAC/HPI_ME,FMAC/HPI_MD,FMAC/HPI_MA,FMAC/HPI_MI,FMAC/HPI_MN,FMAC/HPI_MS,FMAC/HPI_MO,FMAC/HPI_MT,FMAC/HPI_NE,FMAC/HPI_NV,FMAC/HPI_NH,FMAC/HPI_NJ,FMAC/HPI_NM,FMAC/HPI_NY,FMAC/HPI_NC,FMAC/HPI_ND,FMAC/HPI_OH,FMAC/HPI_OK,FMAC/HPI_OR,FMAC/HPI_PA,FMAC/HPI_RI,FMAC/HPI_SC,FMAC/HPI_SD,FMAC/HPI_TN,FMAC/HPI_TX,FMAC/HPI_UT,FMAC/HPI_VT,FMAC/HPI_VA,FMAC/HPI_WA,FMAC/HPI_WV,FMAC/HPI_WI,FMAC/HPI_WY
1975-11-30,36.092628803000004,39.835812286999996,29.012058018,38.424992419,17.553747259,20.778884438,25.966585636999998,28.686464816999997,33.300573814,29.635982136,27.251057211,32.68400936,27.364970871999997,33.38268934,35.172872856,35.916642861,33.384577955,36.009549347,28.976759706,28.142164955,15.889153638,25.166910993000002,27.466646901,41.858234189,31.155840652,29.403637553000003,31.646329052,31.116863108,23.313281148,22.910532149,29.72677694,23.947149173000003,30.035818615,43.376138632,31.918935271,38.937754219,22.806793171,29.335724889,22.750221472,32.479342955,35.502188233000005,34.176727048000004,34.408984902,26.000954076,28.012551199,29.145280994,18.411721870999997,48.334254603999995,30.587165817,35.76403229
1975-12-31,36.407446123,40.173503529,29.377549523000003,38.613529197,17.67566735,20.982732844,26.184494865999998,28.727262985,33.434585415,29.694010563000003,27.232774978000002,33.171050252,27.69839387,33.774317794,35.359608949,36.106953184,33.341914059000004,36.305240831999996,28.900921889,28.43960514,15.901452098,25.144444185999998,27.358687568,42.163553035999996,31.345650064,29.598953599,32.024602583000004,31.418047365,23.492482005,22.836871460999998,29.731235621,23.913871301999997,30.125912743,43.941156745,32.041645045,39.406579203,22.884460624000003,30.159664056,22.717900608,32.325622497,35.571592242,34.603730956999996,34.624012191999995,26.398531514000002,28.014443986999996,29.040424249,18.621054578,48.232209964,30.666933252,35.899346898000005
1976-01-31,36.932754569000004,40.443165494,29.749152651,38.879443084,17.852377953,21.207276494000002,26.353260848,28.742295895,33.410880899,29.784409711,27.211689450999998,33.645442999000004,28.053902820999998,34.159032763,35.672815605,36.338051144,33.316308954,36.645941494,28.746443528,28.679155259,15.906337308,25.179412344,27.261926409,42.543242997,31.800891398,29.864327126,32.512739416,31.696498100000003,23.750646935,22.888145407,29.774375623,23.78563066,30.107156551,44.424057765,32.076005868,39.785326388,22.997738556999998,30.855869232,22.691765916999998,32.117965151,35.732761593,34.816847136999996,34.754417447,26.76817794,27.991211523,28.962701856,18.837143350999998,48.119203553999995,30.695616729,36.011433132
1976-02-29,37.545668735999996,40.669414023,30.02734307,39.221512475,18.05998923,21.416873617,26.455768839,28.73610884,33.462969414,29.813197647,27.20626112,34.006271461,28.328552323,34.474873398,36.117211588,36.575672671,33.305068224,36.986439692,28.58738143,28.843129074,15.92814619,25.238740988000004,27.236402098000003,42.829686766,32.609741888,30.18426048,33.059744310999996,31.920837649,24.034484939000002,23.022019776999997,29.875719095999997,23.599358009,29.977583365,44.810017843000004,32.182726093,40.112148020999996,23.147312517,31.228629345999998,22.736790894000002,31.890703411999997,35.987059049,34.810985275,35.054893627,27.125299912,27.954769025,29.021082666999998,19.062016911,48.066693908999994,30.697584719,36.147403630999996
1976-03-31,38.089142418,40.880557244,30.184545321999998,39.640037191,18.323063673,21.624348644,26.508312248000003,28.740914731999997,34.043609674,29.79143737,27.192872733,34.215320637,28.565395915,34.718147664,36.63399215,36.834652109000004,33.325624286,37.344012797,28.465787858000002,28.97711263,15.988334123,25.387287451,27.304840527,42.896313872,33.817965462,30.545870804,33.572559296,32.059187592,24.270352495,23.200740988000003,30.026493931999997,23.430415471,29.879614954,45.099689337,32.443877455,40.432150513,23.375595344,31.388771221,22.880702701999997,31.740779391999997,36.308183085,34.738639054000004,35.786180462,27.450528464,27.935981391,29.219082821,19.28753991,48.09355308,30.728388944000002,36.337957893
1976-04-30,38.466640978,41.089295773,30.22999039,40.094263872,18.620259440999998,21.808460603,26.553669642,28.803418854,35.280572321,29.850349697,27.164324554,34.30763414,28.854751946,34.941360595,37.176285987,37.1238777,33.424837195,37.736676733,28.375718945,29.117111511999997,16.049532187,25.581737584000003,27.431248086999997,42.723176701999996,35.123119033,30.901870635999998,34.015389526,32.121037474,24.433410455,23.445412246,30.214431917,23.336620858000003,29.91570533,45.349964678999996,32.8394138,40.714863726,23.677386638,31.456294664,23.105307006,31.789946532,36.64520663,34.763955121,36.82230586,27.73639159,27.977490939000003,29.452527471,19.498945623,48.136290096,30.865888878000003,36.593183093
1976-05-31,38.678527563,41.296907501,30.201851174,40.504220477,18.848187909,21.928755670999998,26.629799499,28.896663922,35.609208712,30.079298141,27.140136164,34.375862684,29.277060675999998,35.200557128,37.700923008000004,37.41285918,33.630310114000004,38.1029041,28.265679908000003,29.276279198,16.063857417999998,25.706812658,27.571015756999998,42.40828973,35.30339035,31.199297198000004,34.325218688,32.132217131,24.540004488,23.754580235,30.432970689,23.355533591999997,30.037609911,45.623527218,33.243925114,40.961450651999996,24.054935198000003,31.593849726,23.378611725,32.07909666,36.96325674,34.839299713,37.132390769000004,27.957724352,28.093057808,29.692941797,19.735080252,48.13720684,31.101656954,36.938188706999995
1976-06-30,38.770792635,41.498116044,30.149289826,40.842797455,19.075606247,21.998399928,26.776799161,28.950150753000003,34.743226940999996,30.497544319,27.163134044,34.45820605,29.777284278000003,35.448317931,38.116180433000004,37.655815682,33.92818522,38.339150341,28.089918819,29.485758702,16.085548217,25.810707033000003,27.755665706,42.092592085999996,34.441838632,31.411125635,34.457753535,32.134447736999995,24.628098801999997,24.032386031999998,30.667190396,23.499772526999998,30.211439991,45.93714683100001,33.522169,41.246337813000004,24.53291299,31.884542365999998,23.652166116999997,32.492144446,37.249679089000004,34.824432886,36.725075069,28.082501736999998,28.270517631,29.894399906999997,20.049634162,48.083258371999996,31.313741549,37.410544879
1976-07-31,38.80673105,41.669253491,30.131380881,41.15535173,19.37716481,22.024783798,26.991602767,28.952913947,34.123970491,30.946936322,27.29474003,34.493031122,30.096407818000003,35.609617253,38.425515739,37.799693908,34.231128431,38.473524005,27.869259833,29.756249534000002,16.198154136,25.924992611999997,28.051064881,41.883988159,33.709793866,31.5449777,34.47418969,32.140371191999996,24.721789601999998,24.205523677,30.904317298000002,23.68262352,30.392919961,46.280289785,33.733040123,41.573262985999996,25.047974635,32.089065195,23.880500631,32.852629381,37.531797767,34.760334294,36.522858364,28.201621064,28.49024865,30.031243485999997,20.441831735999997,47.983364988000005,31.463775966999997,37.98946824
1976-08-31,38.802803751999996,41.801133973,30.177221920999997,41.458733465,19.683590204,22.022939983,27.169570009,28.924716119,33.985212925,31.175007865,27.528711918000003,34.492957368,30.191741883000002,35.678872391,38.732585543,37.88122898,34.494128814,38.625654449,27.642418049,30.022644502,16.362028142,26.020174104000002,28.364225633,41.79728187,33.297208668,31.635483556999997,34.470757458,32.140365882,24.817768315,24.264081518,31.133104767,23.749001101999998,30.522266358000003,46.664139156000005,33.928957452,41.90757734,25.511103925,31.914733075,24.053589614,33.084949651,37.820758646,34.743622554,36.521389239,28.361735154,28.721469851,30.209511313,20.779495233,47.881027405,31.627058155,38.59514167
1976-09-30,38.78182842,41.959437729,30.263229069,41.680956811,19.958890639,22.055948492,27.25998085,28.892896675,34.081806047,31.200192084,27.783205441,34.565043016,30.222395138000003,35.724739038,39.08875147,38.016401378000005,34.700324242,38.838359341,27.466368189,30.175232729,16.521201022,26.103533998000003,28.58037201,41.825967254,33.201962816,31.711563349000002,34.527813333000005,32.13148669,24.91038643,24.178672124000002,31.374471705999998,23.681219493,30.604954119000002,47.143265861,34.073510716,42.227028836,25.895137971,31.395044653000003,24.17518866,33.205220341,38.055359329,34.775702568,36.620548606,28.498178941,28.930871301999996,30.400484398000003,20.966059325,47.837900577,31.825788059,39.196162602
1976-10-31,38.821511475,42.203681745,30.430115121999997,41.78541656,20.247192404,22.203752867,27.347087851999998,28.902161728000003,34.196441696,31.116644896,27.973482244,34.78996768,30.324276501999996,35.833393734,39.480940571,38.294953201999995,34.806637164,39.126393583,27.416680669,30.211857553,16.65400255,26.1840115,28.733560200000003,41.974970228000004,33.288635304,31.827885433000002,34.696754207,32.147862441,25.010466282,23.97084574,31.680688885,23.622895611,30.714022586,47.747395008000005,34.12270303,42.496455685,26.243569288000003,31.070488569000002,24.266452161,33.262908102,38.167729778,34.839450659,36.857816256,28.632481436,29.096357668000003,30.531154069,21.08988013,47.87273307,32.020970172,39.802700204000004
1976-11-30,38.974287761,42.530721291,30.66169301,41.852800738,20.600282428,22.467939816999998,27.410152365,28.991108223,34.26990191,30.999757584,28.0575144,35.183639398000004,30.563374263000004,36.051961505,39.79960798,38.695324753,34.844660397,39.460965972,27.523406593,30.268398236,16.731329686,26.293590949000002,28.875431522,42.181222771,33.4709554,32.01951923,35.006551275999996,32.239413076,25.15318765,23.732453676,32.079581033000004,23.622611758,30.872968705999998,48.42822532,34.129774559,42.69617085,26.623169698,31.450908506999998,24.345030338,33.303485461,38.164073038000005,34.938323164,37.186657738,28.8457947,29.222562955999997,30.649316999,21.26758167,47.99087174899999,32.253580964,40.3694573
1976-12-31,39.148670300999996,42.924722226,30.834042409000002,41.976429965,20.952147999,22.741385936,27.370920018000003,29.157032808,34.11015406,30.934954176999998,28.06064211,35.674779897,30.741271521999998,36.370696178,40.03383454,39.190616950999996,34.881186189,39.778319406,27.754130833,30.474959526,16.775391444,26.431734701999996,29.038819664000002,42.330277521999996,33.784232437,32.2853266,35.398267636,32.413091529,25.345093215,23.59420865,32.570581895,23.632840199,31.037124127,49.096750538,34.179914472,42.857989343,27.039568544,32.187420829000004,24.438537247,33.345368258,38.131453985,35.109433551,37.405595578,29.160977965,29.334125493000002,30.738520485,21.477935039000002,48.216309007,32.55928319,40.824858579
1977-01-31,39.23835421,43.346175577,30.931976966999997,42.216042072,21.320183313,22.949189966,27.298961405,29.371956899999997,33.60052824,30.921602036,28.017646015,36.154997675,30.832085055,36.682696965,40.298816906999996,39.7299199,34.983527954,40.103304813,28.043616904,30.801083525,16.811683072,26.591987656,29.212467646999997,42.37547257,34.20694268,32.625550682,35.758950782,32.688883831,25.549629224,23.661522782,33.13149007,23.645581969000002,31.086482004,49.663933216000004,34.309533953,43.091490979,27.400635838000003,32.700401446,24.55915391,33.414938277,38.143310994000004,35.406214915,37.582949016,29.51783643,29.457227382,30.799599471999997,21.630676495,48.565918587,32.905000504,41.177623261
1977-02-28,39.271903518,43.738150745,31.05121774,42.570913189,21.797735025999998,23.123125745,27.273260646,29.59191729,32.906296826,30.967298976,27.932090439,36.542804022,31.094927894,36.92331913,40.65795376,40.267735531,35.234086559,40.492160522,28.32595108,31.097655344,16.823880937000002,26.774732211999996,29.372389629,42.374879093000004,34.807127423000004,33.033021455,36.055975496,33.108175075,25.737588387,23.938067391999997,33.687461941,23.683300044,30.959006924,50.084078487,34.597466325999996,43.416872598000005,27.641962749,32.941763619,24.686722784,33.549161708,38.232157441999995,35.834756113000005,38.032807206,29.892737063000002,29.607977821,30.90604865,21.792908253,49.02419204899999,33.328537254000004,41.491987836999996
